Fecha y Hora,Valor,
2016-11-10,105.730833333333,51.0
2016-11-11,94.32875,51.0
2016-11-12,128.559583333333,51.0
2016-11-13,93.2266666666667,51.0
2016-11-14,97.8395833333333,51.0
2016-11-15,133.529166666667,51.0
2016-11-16,127.957916666667,51.0
2016-11-17,182.310833333333,51.0
2016-11-18,206.023333333333,51.0
2016-11-19,202.446666666667,51.0
2016-11-20,390.76375,51.0
2016-11-21,247.11,51.0
2016-11-22,165.019166666667,51.0
2016-11-23,126.105833333333,51.0
2016-11-24,107.875833333333,51.0
2016-11-25,100.9975,51.0
2016-11-26,113.876666666667,51.0
2016-11-27,144.249166666667,51.0
2016-11-28,155.653333333333,51.0
2016-11-29,182.59,51.0
2016-11-30,182.069583333333,51.0
2016-12-01,297.700416666667,51.0
2016-12-02,349.284583333333,51.0
2016-12-03,320.975833333333,51.0
2016-12-04,254.524166666667,51.0
2016-12-05,197.792916666667,51.0
2016-12-06,191.379583333333,51.0
2016-12-07,157.0625,51.0
2016-12-08,136.21125,51.0
2016-12-09,118.177083333333,51.0
2016-12-10,106.848333333333,51.0
2016-12-11,104.787083333333,51.0
2016-12-12,94.8945833333334,51.0
2016-12-13,87.7579166666667,51.0
2016-12-14,81.0958333333333,51.0
2016-12-15,77.3208333333333,51.0
2016-12-16,73.0125,51.0
2016-12-17,68.7254166666667,51.0
2016-12-18,64.84625,51.0
2016-12-19,61.2058333333333,51.0
2016-12-20,58.12875,51.0
2016-12-21,61.2670833333333,51.0
2016-12-22,69.1995833333333,51.0
2016-12-23,77.3820833333333,51.0
2016-12-24,74.4625,51.0
2016-12-25,71.2954166666667,51.0
2016-12-26,65.2029166666667,51.0
2016-12-27,63.9125,51.0
2016-12-28,69.2275,51.0
2016-12-29,62.5195833333333,51.0
2016-12-30,62.49,51.0
2016-12-31,62.2716666666667,51.0
2017-01-01,62.272,51.0
2017-01-02,58.156,51.0
2017-01-03,52.721,51.0
2017-01-04,50.624,51.0
2017-01-05,48.775,51.0
2017-01-06,54.95,51.0
2017-01-07,56.429,51.0
2017-01-08,57.542,51.0
2017-01-09,66.713,51.0
2017-01-10,92.937,51.0
2017-01-11,73.122,51.0
2017-01-12,75.77,51.0
2017-01-13,68.813,51.0
2017-01-14,63.505,51.0
2017-01-15,57.048,51.0
2017-01-16,51.053,51.0
2017-01-17,47.041,51.0
2017-01-18,44.253,51.0
2017-01-19,51.493,51.0
2017-01-20,50.681,51.0
2017-01-21,46.328,51.0
2017-01-22,41.111,51.0
2017-01-23,38.04,51.0
2017-01-24,35.464,51.0
2017-01-25,33.599,51.0
2017-01-26,32.541,51.0
2017-01-27,31.924,51.0
2017-01-28,36.037,51.0
2017-01-29,37.353,51.0
2017-01-30,32.953,51.0
2017-01-31,34.01,51.0
2017-02-01,33.867,51.0
2017-02-02,29.925,51.0
2017-02-03,28.753,51.0
2017-02-04,28.016,51.0
2017-02-05,25.612,51.0
2017-02-06,23.98,51.0
2017-02-07,22.181,51.0
2017-02-08,20.618,51.0
2017-02-09,19.238,51.0
2017-02-10,18.503,51.0
2017-02-11,18.284,51.0
2017-02-12,17.575,51.0
2017-02-13,21.217,51.0
2017-02-14,26.345,51.0
2017-02-15,22.481,51.0
2017-02-16,19.509,51.0
2017-02-17,17.869,51.0
2017-02-18,16.703,51.0
2017-02-19,16.05,51.0
2017-02-20,15.183,51.0
2017-02-21,15.836,51.0
